i	Energy (cm-1)	gi	J	Uncertainty (cm-1)	Total_Parity	e/f	State	v	Λ	Σ	Ω	Label	Calc
560	27694.70732862	42	10	0.26490067	-	f	A1Pi	2	1	0	1	Ma	27694.69777500
561	27698.06146835	42	10	0.19760067	+	e	A1Pi	2	1	0	1	Ma	27698.15552342
562	27703.22361900	114	28	8.57000000	+	e	X1Sigma+	9	0	0	0	Ca	27703.22361900
563	27749.45613700	158	39	15.85000000	-	e	X1Sigma+	5	0	0	0	Ca	27749.45613700
564	27775.26457900	42	10	1.75000000	+	e	X1Sigma+	13	0	0	0	Ca	27775.26457900
565	27778.88367900	86	21	5.17000000	-	e	X1Sigma+	11	0	0	0	Ca	27778.88367900
566	27786.26903200	138	34	12.25000000	+	e	X1Sigma+	7	0	0	0	Ca	27786.26903200
567	27849.83708200	102	25	7.00000000	-	e	X1Sigma+	10	0	0	0	Ca	27849.83708200
568	27892.78122818	46	11	0.22060067	+	f	A1Pi	2	1	0	1	Ma	27892.75516700
569	27896.71668550	46	11	0.26490067	-	e	A1Pi	2	1	0	1	Ma	27896.90446510
570	27931.44596100	66	16	2.82000000	-	f	A1Pi	1	1	0	1	Ca	27931.44596100
571	27932.57591830	6	1	0.08460000	+	f	A1Pi	3	1	0	1	Ma	27932.55711600
572	27932.63169605	6	1	0.08390067	-	e	A1Pi	3	1	0	1	Ma	27932.61399612
573	27935.81125900	70	17	3.66000000	-	e	X1Sigma+	12	0	0	0	Ca	27935.81125900
574	27939.24088700	46	11	1.97000000	-	e	X1Sigma+	13	0	0	0	Ca	27939.24088700
575	27940.89157374	66	16	2.82000000	+	e	A1Pi	1	1	0	1	Ca	27940.89157374
576	27953.13103900	194	48	23.57000000	+	e	X1Sigma+	1	0	0	0	Ca	27953.13103900
577	27966.90729609	10	2	0.08490067	-	f	A1Pi	3	1	0	1	Ma	27966.89375300
578	27967.09651233	10	2	0.08460000	+	e	A1Pi	3	1	0	1	Ma	27967.06439335
579	27977.84834200	202	50	25.50000000	+	e	X1Sigma+	0	0	0	0	Ca	27977.84834200
580	27984.50712700	186	46	21.72000000	+	e	X1Sigma+	2	0	0	0	Ca	27984.50712700
581	28018.28479867	14	3	0.09760067	+	f	A1Pi	3	1	0	1	Ma	28018.27044400
582	28018.63613225	14	3	0.08490067	-	e	A1Pi	3	1	0	1	Ma	28018.61172471
583	28023.17495900	150	37	14.36000000	-	e	X1Sigma+	6	0	0	0	Ca	28023.17495900
584	28035.70340400	82	20	4.20000000	-	f	A1Pi	0	1	0	1	Ca	28035.70340400
585	28051.57376987	82	20	4.20000000	+	e	A1Pi	0	1	0	1	Ca	28051.57376987
586	28069.88443800	178	44	19.95000000	+	e	X1Sigma+	3	0	0	0	Ca	28069.88443800
587	28086.54035302	18	4	0.13970067	-	f	A1Pi	3	1	0	1	Ma	28086.53318500
588	28087.13658948	18	4	0.09760067	+	e	A1Pi	3	1	0	1	Ma	28087.10198618
589	28106.45335174	50	12	0.28790067	-	f	A1Pi	2	1	0	1	Ma	28106.44154500
590	28110.96433717	50	12	0.25910067	+	e	A1Pi	2	1	0	1	Ma	28111.34526094
591	28113.76155700	90	22	5.61000000	+	e	X1Sigma+	11	0	0	0	Ca	28113.76155700
592	28116.71004900	50	12	2.21000000	+	e	X1Sigma+	13	0	0	0	Ca	28116.71004900
593	28154.56264400	118	29	9.15000000	-	e	X1Sigma+	9	0	0	0	Ca	28154.56264400
594	28171.48222645	22	5	0.16620067	+	f	A1Pi	3	1	0	1	Ma	28171.47648600
595	28172.36196174	22	5	0.13970067	-	e	A1Pi	3	1	0	1	Ma	28172.32968777
596	28183.41315000	130	32	10.96000000	+	e	X1Sigma+	8	0	0	0	Ca	28183.41315000
597	28205.06010100	74	18	4.02000000	+	e	X1Sigma+	12	0	0	0	Ca	28205.06010100
598	28206.83825700	170	42	18.26000000	+	e	X1Sigma+	4	0	0	0	Ca	28206.83825700
599	28232.65289000	2	0	0.70000000	+	e	X1Sigma+	14	0	0	0	Ca	28232.65289000
600	28246.00644000	70	17	3.16000000	+	f	A1Pi	1	1	0	1	Ca	28246.00644000
601	28247.07412400	6	1	0.72000000	-	e	X1Sigma+	14	0	0	0	Ca	28247.07412400
602	28248.44208500	106	26	7.52000000	+	e	X1Sigma+	10	0	0	0	Ca	28248.44208500
603	28256.63275434	70	17	3.16000000	-	e	A1Pi	1	1	0	1	Ca	28256.63275434
604	28272.84933968	26	6	0.18490067	-	f	A1Pi	3	1	0	1	Ma	28272.84323400
605	28274.06054055	26	6	0.16620067	+	e	A1Pi	3	1	0	1	Ma	28274.03771648
606	28275.88448300	10	2	0.76000000	+	e	X1Sigma+	14	0	0	0	Ca	28275.88448300
607	28307.29685600	54	13	2.47000000	-	e	X1Sigma+	13	0	0	0	Ca	28307.29685600
608	28319.01968000	14	3	0.82000000	-	e	X1Sigma+	14	0	0	0	Ca	28319.01968000
609	28335.06794727	54	13	0.28210067	+	f	A1Pi	2	1	0	1	Ma	28335.12760200
610	28339.06379800	142	35	12.95000000	-	e	X1Sigma+	7	0	0	0	Ca	28339.06379800
611	28340.20132077	54	13	0.54790067	-	e	A1Pi	2	1	0	1	Ma	28340.84860393
612	28376.38311300	18	4	0.90000000	+	e	X1Sigma+	14	0	0	0	Ca	28376.38311300
613	28390.32827773	30	7	0.21760067	+	f	A1Pi	3	1	0	1	Ma	28390.32450000
614	28391.92907533	30	7	0.18490067	-	e	A1Pi	3	1	0	1	Ma	28391.91714330
615	28392.57874600	162	40	16.65000000	+	e	X1Sigma+	5	0	0	0	Ca	28392.57874600
616	28439.94844900	86	21	4.62000000	+	f	A1Pi	0	1	0	1	Ca	28439.94844900
617	28447.84564900	22	5	1.00000000	-	e	X1Sigma+	14	0	0	0	Ca	28447.84564900
618	28457.40585146	86	21	4.62000000	-	e	A1Pi	0	1	0	1	Ca	28457.40585146
619	28458.92929400	94	23	6.07000000	-	e	X1Sigma+	11	0	0	0	Ca	28458.92929400
620	28485.78018400	78	19	4.40000000	-	e	X1Sigma+	12	0	0	0	Ca	28485.78018400
621	28510.59153100	58	14	2.75000000	+	e	X1Sigma+	13	0	0	0	Ca	28510.59153100
622	28523.57354836	34	8	0.20490067	-	f	A1Pi	3	1	0	1	Ma	28523.55929000
623	28525.65712389	34	8	0.21760067	+	e	A1Pi	3	1	0	1	Ma	28525.60697424
624	28533.24532300	26	6	1.12000000	+	e	X1Sigma+	14	0	0	0	Ca	28533.24532300
625	28573.62926400	74	18	3.52000000	-	f	A1Pi	1	1	0	1	Ca	28573.62926400
626	28577.99372077	58	14	0.54790067	-	f	A1Pi	2	1	0	1	Ma	28578.12682400
627	28584.72798007	58	14	2.30000000	+	e	A1Pi	2	1	0	1	Ca	28584.72798007
628	28585.50573296	74	18	3.52000000	+	e	A1Pi	1	1	0	1	Ca	28585.50573296
629	28613.65029900	122	30	9.75000000	+	e	X1Sigma+	9	0	0	0	Ca	28613.65029900
630	28623.90593200	154	38	15.12000000	+	e	X1Sigma+	6	0	0	0	Ca	28623.90593200
631	28632.38694500	30	7	1.26000000	-	e	X1Sigma+	14	0	0	0	Ca	28632.38694500
632	28655.81016400	110	27	8.06000000	-	e	X1Sigma+	10	0	0	0	Ca	28655.81016400
633	28672.12403186	38	9	0.19760067	+	f	A1Pi	3	1	0	1	Ma	28672.13422200
634	28674.66720221	38	9	0.20490067	-	e	A1Pi	3	1	0	1	Ma	28674.69382730
635	28692.87365700	134	33	11.62000000	-	e	X1Sigma+	8	0	0	0	Ca	28692.87365700
636	28726.14849700	62	15	3.05000000	-	e	X1Sigma+	13	0	0	0	Ca	28726.14849700
637	28745.04159300	34	8	1.42000000	+	e	X1Sigma+	14	0	0	0	Ca	28745.04159300
638	28754.15324900	190	47	22.66000000	-	e	X1Sigma+	2	0	0	0	Ca	28754.15324900
639	28763.34147700	198	49	24.55000000	-	e	X1Sigma+	1	0	0	0	Ca	28763.34147700
640	28777.38507400	82	20	4.80000000	+	e	X1Sigma+	12	0	0	0	Ca	28777.38507400
641	28798.74559100	182	45	20.85000000	-	e	X1Sigma+	3	0	0	0	Ca	28798.74559100
642	28813.70403600	98	24	6.55000000	+	e	X1Sigma+	11	0	0	0	Ca	28813.70403600
643	28828.52850200	206	51	26.52000000	-	e	X1Sigma+	0	0	0	0	Ca	28828.52850200
644	28834.69385700	62	15	2.60000000	+	f	A1Pi	2	1	0	1	Ca	28834.69385700
645	28836.21721998	42	10	0.26490067	-	f	A1Pi	3	1	0	1	Ma	28835.58310700
646	28838.63076263	42	10	0.19760067	+	e	A1Pi	3	1	0	1	Ma	28838.71151348
647	28842.23803537	62	15	2.60000000	-	e	A1Pi	2	1	0	1	Ca	28842.23803537
648	28855.42641000	90	22	5.06000000	-	f	A1Pi	0	1	0	1	Ca	28855.42641000
649	28870.94596900	38	9	1.60000000	-	e	X1Sigma+	14	0	0	0	Ca	28870.94596900
650	28874.54642222	90	22	5.06000000	+	e	A1Pi	0	1	0	1	Ca	28874.54642222
651	28894.62055700	174	43	19.12000000	-	e	X1Sigma+	4	0	0	0	Ca	28894.62055700
652	28897.14636000	146	36	13.67000000	+	e	X1Sigma+	7	0	0	0	Ca	28897.14636000
653	28913.32772600	78	19	3.90000000	+	f	A1Pi	1	1	0	1	Ca	28913.32772600
654	28926.52380263	78	19	3.90000000	-	e	A1Pi	1	1	0	1	Ca	28926.52380263
655	28953.48484400	66	16	3.37000000	+	e	X1Sigma+	13	0	0	0	Ca	28953.48484400
656	29001.72822600	6	1	0.08460000	+	f	A1Pi	4	1	0	1	Ma	29001.69186900
657	29001.74102297	6	1	0.08390067	-	e	A1Pi	4	1	0	1	Ma	29001.74557159
658	29009.80160300	42	10	1.80000000	+	e	X1Sigma+	14	0	0	0	Ca	29009.80160300
659	29013.38642900	46	11	1.62000000	+	f	A1Pi	3	1	0	1	Ca	29013.38642900
660	29017.02321998	46	11	0.22490067	-	e	A1Pi	3	1	0	1	Ma	29017.14051678
661	29032.56516800	10	2	0.46000000	-	f	A1Pi	4	1	0	1	Ca	29032.56516800
662	29032.75822600	10	2	0.08460000	+	e	A1Pi	4	1	0	1	Ma	29032.72627576
663	29038.94851000	166	41	17.47000000	-	e	X1Sigma+	5	0	0	0	Ca	29038.94851000
664	29071.16816300	114	28	8.62000000	+	e	X1Sigma+	10	0	0	0	Ca	29071.16816300
665	29078.75614482	14	3	0.09760067	+	f	A1Pi	4	1	0	1	Ma	29078.74843600
666	29079.24820900	86	21	5.22000000	-	e	X1Sigma+	12	0	0	0	Ca	29079.24820900
667	29079.67156600	126	31	10.37000000	-	e	X1Sigma+	9	0	0	0	Ca	29079.67156600
668	29079.71266072	14	3	0.13970067	-	e	A1Pi	4	1	0	1	Ma	29079.07065152
669	29104.02253000	66	16	2.92000000	-	f	A1Pi	2	1	0	1	Ca	29104.02253000
670	29112.57259882	66	16	2.92000000	+	e	A1Pi	2	1	0	1	Ca	29112.57259882
671	29140.08960700	18	4	0.60000000	-	f	A1Pi	4	1	0	1	Ca	29140.08960700
672	29140.65614482	18	4	0.09760067	+	e	A1Pi	4	1	0	1	Ma	29140.62663287
673	29161.27385900	46	11	2.02000000	-	e	X1Sigma+	14	0	0	0	Ca	29161.27385900
674	29177.36096100	102	25	7.05000000	-	e	X1Sigma+	11	0	0	0	Ca	29177.36096100
675	29192.07839800	70	17	3.71000000	-	e	X1Sigma+	13	0	0	0	Ca	29192.07839800
676	29204.97067200	50	12	1.86000000	-	f	A1Pi	3	1	0	1	Ca	29204.97067200
677	29208.06752600	138	34	12.30000000	+	e	X1Sigma+	8	0	0	0	Ca	29208.06752600
678	29209.40732119	50	12	1.86000000	+	e	A1Pi	3	1	0	1	Ca	29209.40732119
679	29216.39107261	22	5	0.16620067	+	f	A1Pi	4	1	0	1	Ma	29216.38582900
680	29217.19311558	22	5	0.13970067	-	e	A1Pi	4	1	0	1	Ma	29217.19136780
681	29228.51188000	158	39	15.90000000	-	e	X1Sigma+	6	0	0	0	Ca	29228.51188000
682	29264.03886300	82	20	4.30000000	-	f	A1Pi	1	1	0	1	Ca	29264.03886300
683	29278.62400032	82	20	4.30000000	+	e	A1Pi	1	1	0	1	Ca	29278.62400032
684	29280.89277500	94	23	5.52000000	+	f	A1Pi	0	1	0	1	Ca	29280.89277500
685	29301.75097015	94	23	5.52000000	-	e	A1Pi	0	1	0	1	Ca	29301.75097015
686	29307.36357045	26	6	0.18490067	-	f	A1Pi	4	1	0	1	Ma	29307.38337100
687	29308.49107261	26	6	0.16620067	+	e	A1Pi	4	1	0	1	Ma	29308.51112532
688	29324.99071000	50	12	2.26000000	+	e	X1Sigma+	14	0	0	0	Ca	29324.99071000
689	29385.24348900	70	17	3.26000000	+	f	A1Pi	2	1	0	1	Ca	29385.24348900
690	29390.69967000	90	22	5.66000000	+	e	X1Sigma+	12	0	0	0	Ca	29390.69967000
691	29394.86231642	70	17	3.26000000	-	e	A1Pi	2	1	0	1	Ca	29394.86231642
692	29396.03921400	2	0	0.75000000	+	e	X1Sigma+	15	0	0	0	Ca	29396.03921400
693	29409.26203600	6	1	0.77000000	-	e	X1Sigma+	15	0	0	0	Ca	29409.26203600
694	29409.70748200	54	13	2.12000000	+	f	A1Pi	3	1	0	1	Ca	29409.70748200
695	29412.76097004	30	7	0.21760067	+	f	A1Pi	4	1	0	1	Ma	29412.77747100
696	29414.28114343	30	7	0.96000000	-	e	A1Pi	4	1	0	1	Ca	29414.28114343
697	29414.88357273	54	13	2.12000000	-	e	A1Pi	3	1	0	1	Ca	29414.88357273
698	29435.67271500	10	2	0.81000000	+	e	X1Sigma+	15	0	0	0	Ca	29435.67271500
699	29441.36530200	74	18	4.07000000	+	e	X1Sigma+	13	0	0	0	Ca	29441.36530200
700	29459.63564500	150	37	14.41000000	-	e	X1Sigma+	7	0	0	0	Ca	29459.63564500
701	29475.20119500	14	3	0.87000000	-	e	X1Sigma+	15	0	0	0	Ca	29475.20119500
702	29493.69727000	118	29	9.20000000	-	e	X1Sigma+	10	0	0	0	Ca	29493.69727000
703	29500.54121200	54	13	2.52000000	-	e	X1Sigma+	14	0	0	0	Ca	29500.54121200
704	29523.78026800	194	48	23.62000000	+	e	X1Sigma+	2	0	0	0	Ca	29523.78026800
705	29527.74207100	18	4	0.95000000	+	e	X1Sigma+	15	0	0	0	Ca	29527.74207100
706	29528.46563700	186	46	21.77000000	+	e	X1Sigma+	3	0	0	0	Ca	29528.46563700
707	29532.21213000	34	8	1.12000000	-	f	A1Pi	4	1	0	1	Ca	29532.21213000
708	29534.14542313	34	8	1.12000000	+	e	A1Pi	4	1	0	1	Ca	29534.14542313
709	29549.12878500	106	26	7.57000000	+	e	X1Sigma+	11	0	0	0	Ca	29549.12878500
710	29551.76622400	130	32	11.01000000	+	e	X1Sigma+	9	0	0	0	Ca	29551.76622400
711	29572.58259700	202	50	25.55000000	+	e	X1Sigma+	1	0	0	0	Ca	29572.58259700
712	29584.05641200	178	44	20.00000000	+	e	X1Sigma+	4	0	0	0	Ca	29584.05641200
713	29593.15419500	22	5	1.05000000	-	e	X1Sigma+	15	0	0	0	Ca	29593.15419500
714	29624.61702800	86	21	4.72000000	+	f	A1Pi	1	1	0	1	Ca	29624.61702800
715	29626.91259900	58	14	2.40000000	-	f	A1Pi	3	1	0	1	Ca	29626.91259900
716	29632.88501138	58	14	2.40000000	+	e	A1Pi	3	1	0	1	Ca	29632.88501138
717	29640.66067906	86	21	4.72000000	-	e	A1Pi	1	1	0	1	Ca	29640.66067906
718	29665.27980900	38	9	1.30000000	+	f	A1Pi	4	1	0	1	Ca	29665.27980900
719	29667.69642541	38	9	1.30000000	-	e	A1Pi	4	1	0	1	Ca	29667.69642541
720	29671.26012800	26	6	1.17000000	+	e	X1Sigma+	15	0	0	0	Ca	29671.26012800
721	29677.23626100	210	52	27.56000000	+	e	X1Sigma+	0	0	0	0	Ca	29677.23626100
722	29677.42133700	74	18	3.62000000	-	f	A1Pi	2	1	0	1	Ca	29677.42133700
723	29687.47362200	58	14	2.80000000	+	e	X1Sigma+	14	0	0	0	Ca	29687.47362200
724	29687.67653500	170	42	18.31000000	+	e	X1Sigma+	5	0	0	0	Ca	29687.67653500
725	29688.17179118	74	18	3.62000000	+	e	A1Pi	2	1	0	1	Ca	29688.17179118
726	29700.73695800	78	19	4.45000000	-	e	X1Sigma+	13	0	0	0	Ca	29700.73695800
727	29711.02204600	94	23	6.12000000	-	e	X1Sigma+	12	0	0	0	Ca	29711.02204600
728	29714.99609100	98	24	6.00000000	-	f	A1Pi	0	1	0	1	Ca	29714.99609100
729	29728.09874700	142	35	13.00000000	-	e	X1Sigma+	8	0	0	0	Ca	29728.09874700
730	29737.66804225	98	24	6.00000000	+	e	A1Pi	0	1	0	1	Ca	29737.66804225
731	29761.84540900	30	7	1.31000000	-	e	X1Sigma+	15	0	0	0	Ca	29761.84540900
732	29811.52100100	42	10	1.50000000	-	f	A1Pi	4	1	0	1	Ca	29811.52100100
733	29814.47464328	42	10	1.50000000	+	e	A1Pi	4	1	0	1	Ca	29814.47464328
734	29836.08625800	162	40	16.70000000	+	e	X1Sigma+	6	0	0	0	Ca	29836.08625800
735	29855.84449800	62	15	2.70000000	+	f	A1Pi	3	1	0	1	Ca	29855.84449800
736	29862.67011214	62	15	2.70000000	-	e	A1Pi	3	1	0	1	Ca	29862.67011214
737	29864.65763300	34	8	1.47000000	+	e	X1Sigma+	15	0	0	0	Ca	29864.65763300
738	29885.29305400	62	15	3.10000000	-	e	X1Sigma+	14	0	0	0	Ca	29885.29305400
739	29921.45675900	6	1	0.52000000	+	f	A1Pi	5	1	0	1	Ca	29921.45675900
740	29921.50895006	6	1	0.52000000	-	e	A1Pi	5	1	0	1	Ca	29921.50895006
741	29922.52653500	122	30	9.80000000	+	e	X1Sigma+	10	0	0	0	Ca	29922.52653500
742	29928.18393600	110	27	8.11000000	-	e	X1Sigma+	11	0	0	0	Ca	29928.18393600
743	29949.10190100	10	2	0.56000000	-	f	A1Pi	5	1	0	1	Ca	29949.10190100
744	29949.25847418	10	2	0.56000000	+	e	A1Pi	5	1	0	1	Ca	29949.25847418
745	29969.53615800	82	20	4.85000000	+	e	X1Sigma+	13	0	0	0	Ca	29969.53615800
746	29970.42363200	46	11	1.72000000	+	f	A1Pi	4	1	0	1	Ca	29970.42363200
747	29973.96800273	46	11	1.72000000	-	e	A1Pi	4	1	0	1	Ca	29973.96800273
748	29979.40528200	38	9	1.65000000	-	e	X1Sigma+	15	0	0	0	Ca	29979.40528200
749	29979.55120600	78	19	4.00000000	+	f	A1Pi	2	1	0	1	Ca	29979.55120600
750	29990.44500700	14	3	0.62000000	+	f	A1Pi	5	1	0	1	Ca	29990.44500700
751	29990.75815337	14	3	0.62000000	-	e	A1Pi	5	1	0	1	Ca	29990.75815337
752	29991.49615508	78	19	4.00000000	-	e	A1Pi	2	1	0	1	Ca	29991.49615508
753	29993.82607300	90	22	5.16000000	-	f	A1Pi	1	1	0	1	Ca	29993.82607300
754	30011.39769082	90	22	5.16000000	+	e	A1Pi	1	1	0	1	Ca	30011.39769082
755	30025.60483000	154	38	15.17000000	+	e	X1Sigma+	7	0	0	0	Ca	30025.60483000
756	30029.02153700	134	33	11.67000000	-	e	X1Sigma+	9	0	0	0	Ca	30029.02153700
757	30039.44511500	98	24	6.60000000	+	e	X1Sigma+	12	0	0	0	Ca	30039.44511500
758	30045.33643000	18	4	0.70000000	-	f	A1Pi	5	1	0	1	Ca	30045.33643000
759	30045.85834062	18	4	0.70000000	+	e	A1Pi	5	1	0	1	Ca	30045.85834062
760	30093.45855300	66	16	3.42000000	+	e	X1Sigma+	14	0	0	0	Ca	30093.45855300
761	30095.70263800	66	16	3.02000000	-	f	A1Pi	3	1	0	1	Ca	30095.70263800
762	30103.43833403	66	16	3.02000000	+	e	A1Pi	3	1	0	1	Ca	30103.43833403
763	30105.75626700	42	10	1.85000000	+	e	X1Sigma+	15	0	0	0	Ca	30105.75626700
764	30113.57641000	22	5	0.80000000	+	f	A1Pi	5	1	0	1	Ca	30113.57641000
765	30114.35927592	22	5	0.80000000	-	e	A1Pi	5	1	0	1	Ca	30114.35927592
766	30141.42222200	50	12	1.96000000	-	f	A1Pi	4	1	0	1	Ca	30141.42222200
767	30145.61102377	50	12	1.96000000	+	e	A1Pi	4	1	0	1	Ca	30145.61102377
768	30156.26086600	102	25	6.50000000	+	f	A1Pi	0	1	0	1	Ca	30156.26086600
769	30180.82214652	102	25	6.50000000	-	e	A1Pi	0	1	0	1	Ca	30180.82214652
770	30194.91485000	26	6	0.92000000	-	f	A1Pi	5	1	0	1	Ca	30194.91485000
771	30196.01086229	26	6	0.92000000	+	e	A1Pi	5	1	0	1	Ca	30196.01086229
772	30243.33611800	46	11	2.07000000	-	e	X1Sigma+	15	0	0	0	Ca	30243.33611800
773	30247.05215000	86	21	5.27000000	-	e	X1Sigma+	13	0	0	0	Ca	30247.05215000
774	30252.01778500	146	36	13.72000000	+	e	X1Sigma+	8	0	0	0	Ca	30252.01778500
775	30258.15522800	190	47	22.71000000	-	e	X1Sigma+	3	0	0	0	Ca	30258.15522800
776	30274.23971400	182	45	20.90000000	-	e	X1Sigma+	4	0	0	0	Ca	30274.23971400
777	30289.05097400	30	7	1.06000000	+	f	A1Pi	5	1	0	1	Ca	30289.05097400
778	30290.51232372	30	7	1.06000000	-	e	A1Pi	5	1	0	1	Ca	30290.51232372
779	30290.55457100	82	20	4.40000000	-	f	A1Pi	2	1	0	1	Ca	30290.55457100
780	30292.50860900	198	49	24.60000000	-	e	X1Sigma+	2	0	0	0	Ca	30292.50860900
781	30303.75688315	82	20	4.40000000	+	e	A1Pi	2	1	0	1	Ca	30303.75688315
782	30311.37942200	70	17	3.76000000	-	e	X1Sigma+	14	0	0	0	Ca	30311.37942200
783	30313.64293800	114	28	8.67000000	+	e	X1Sigma+	11	0	0	0	Ca	30313.64293800
784	30323.89671400	54	13	2.22000000	+	f	A1Pi	4	1	0	1	Ca	30323.89671400
785	30328.78364940	54	13	2.22000000	-	e	A1Pi	4	1	0	1	Ca	30328.78364940
786	30337.83500800	174	43	19.17000000	-	e	X1Sigma+	5	0	0	0	Ca	30337.83500800
787	30345.62517800	70	17	3.36000000	+	f	A1Pi	3	1	0	1	Ca	30345.62517800
788	30354.32783603	70	17	3.36000000	-	e	A1Pi	3	1	0	1	Ca	30354.32783603
789	30356.72434200	126	31	10.42000000	-	e	X1Sigma+	10	0	0	0	Ca	30356.72434200
790	30370.32981100	94	23	5.62000000	+	f	A1Pi	1	1	0	1	Ca	30370.32981100
791	30375.13894700	102	25	7.10000000	-	e	X1Sigma+	12	0	0	0	Ca	30375.13894700
792	30379.97435300	206	51	26.57000000	-	e	X1Sigma+	1	0	0	0	Ca	30379.97435300
793	30389.49884863	94	23	5.62000000	-	e	A1Pi	1	1	0	1	Ca	30389.49884863
794	30391.72573800	50	12	2.31000000	+	e	X1Sigma+	15	0	0	0	Ca	30391.72573800
795	30395.63282700	34	8	1.22000000	-	f	A1Pi	5	1	0	1	Ca	30395.63282700
796	30397.51170522	34	8	1.22000000	+	e	A1Pi	5	1	0	1	Ca	30397.51170522
797	30414.11199000	2	0	0.80000000	+	e	X1Sigma+	16	0	0	0	Ca	30414.11199000
798	30425.99639100	6	1	0.82000000	-	e	X1Sigma+	16	0	0	0	Ca	30425.99639100
799	30445.67576900	166	41	17.52000000	-	e	X1Sigma+	6	0	0	0	Ca	30445.67576900
800	30449.72596800	10	2	0.86000000	+	e	X1Sigma+	16	0	0	0	Ca	30449.72596800
801	30485.22205600	14	3	0.92000000	-	e	X1Sigma+	16	0	0	0	Ca	30485.22205600
802	30510.46260200	138	34	12.35000000	+	e	X1Sigma+	9	0	0	0	Ca	30510.46260200
803	30514.25657700	38	9	1.40000000	+	f	A1Pi	5	1	0	1	Ca	30514.25657700
804	30516.60517477	38	9	1.40000000	-	e	A1Pi	5	1	0	1	Ca	30516.60517477
805	30517.17082800	58	14	2.50000000	-	f	A1Pi	4	1	0	1	Ca	30517.17082800
806	30522.80959962	58	14	2.50000000	+	e	A1Pi	4	1	0	1	Ca	30522.80959962
807	30523.07577000	214	53	28.62000000	-	e	X1Sigma+	0	0	0	0	Ca	30523.07577000
808	30532.36610600	18	4	1.00000000	+	e	X1Sigma+	16	0	0	0	Ca	30532.36610600
809	30532.51428100	90	22	5.71000000	+	e	X1Sigma+	13	0	0	0	Ca	30532.51428100
810	30538.41057600	74	18	4.12000000	+	e	X1Sigma+	14	0	0	0	Ca	30538.41057600
811	30550.45861100	54	13	2.57000000	-	e	X1Sigma+	15	0	0	0	Ca	30550.45861100
812	30590.99900200	22	5	1.10000000	-	e	X1Sigma+	16	0	0	0	Ca	30590.99900200
813	30594.07187500	158	39	15.95000000	-	e	X1Sigma+	7	0	0	0	Ca	30594.07187500
814	30603.06517000	106	26	7.02000000	-	f	A1Pi	0	1	0	1	Ca	30603.06517000
815	30604.68592500	74	18	3.72000000	-	f	A1Pi	3	1	0	1	Ca	30604.68592500
816	30609.27412400	86	21	4.82000000	+	f	A1Pi	2	1	0	1	Ca	30609.27412400
817	30614.41242516	74	18	3.72000000	+	e	A1Pi	3	1	0	1	Ca	30614.41242516
818	30623.79666736	86	21	4.82000000	-	e	A1Pi	2	1	0	1	Ca	30623.79666736
819	30629.59135296	106	26	7.02000000	+	e	A1Pi	0	1	0	1	Ca	30629.59135296
820	30644.46551500	42	10	1.60000000	-	f	A1Pi	5	1	0	1	Ca	30644.46551500
821	30647.33602339	42	10	1.60000000	+	e	A1Pi	5	1	0	1	Ca	30647.33602339
822	30660.92010800	26	6	1.22000000	+	e	X1Sigma+	16	0	0	0	Ca	30660.92010800
823	30704.55238000	118	29	9.25000000	-	e	X1Sigma+	11	0	0	0	Ca	30704.55238000
824	30709.19415000	6	1	0.62000000	+	f	A1Pi	6	1	0	1	Ca	30709.19415000
825	30709.24467281	6	1	0.62000000	-	e	A1Pi	6	1	0	1	Ca	30709.24467281
826	30717.20487400	106	26	7.62000000	+	e	X1Sigma+	12	0	0	0	Ca	30717.20487400
827	30719.01730100	58	14	2.85000000	+	e	X1Sigma+	15	0	0	0	Ca	30719.01730100
828	30720.50976600	62	15	2.80000000	+	f	A1Pi	4	1	0	1	Ca	30720.50976600
829	30726.95407642	62	15	2.80000000	-	e	A1Pi	4	1	0	1	Ca	30726.95407642
830	30733.78900200	10	2	0.66000000	-	f	A1Pi	6	1	0	1	Ca	30733.78900200
831	30733.94057043	10	2	0.66000000	+	e	A1Pi	6	1	0	1	Ca	30733.94057043
832	30741.88600500	30	7	1.36000000	-	e	X1Sigma+	16	0	0	0	Ca	30741.88600500
833	30752.68036000	98	24	6.10000000	-	f	A1Pi	1	1	0	1	Ca	30752.68036000
834	30770.55636700	14	3	0.72000000	+	f	A1Pi	6	1	0	1	Ca	30770.55636700
835	30770.85950385	14	3	0.72000000	-	e	A1Pi	6	1	0	1	Ca	30770.85950385
836	30773.51627046	98	24	6.10000000	+	e	A1Pi	1	1	0	1	Ca	30773.51627046
837	30773.84661300	78	19	4.50000000	-	e	X1Sigma+	14	0	0	0	Ca	30773.84661300
838	30778.81056000	150	37	14.46000000	-	e	X1Sigma+	8	0	0	0	Ca	30778.81056000
839	30785.74865100	46	11	1.82000000	+	f	A1Pi	5	1	0	1	Ca	30785.74865100
840	30789.19326106	46	11	1.82000000	-	e	A1Pi	5	1	0	1	Ca	30789.19326106
841	30795.28711200	130	32	11.06000000	+	e	X1Sigma+	10	0	0	0	Ca	30795.28711200
842	30819.34597800	18	4	0.80000000	-	f	A1Pi	6	1	0	1	Ca	30819.34597800
843	30819.85120609	18	4	0.80000000	+	e	A1Pi	6	1	0	1	Ca	30819.85120609
